,credit_rating,debt_to_equity,energy_capacity,esg_rating,region,cash_flow_1,cash_flow_2,cash_flow_3
244,BB,3.11886861593289,30.141114549457814,43.081188003191095,Europe,47476.93464108432,57101.27352927471,65046.56504284114
245,B,2.3680990012559695,29.334488752791227,93.75666711150687,Asia,61805.78704938699,69952.73631497574,0.0
246,AAA,0.361095256013123,22.141439081475543,34.58811446388326,North America,22915.50566491629,20868.919377408954,19813.77778147513
247,AA,1.5221705928013962,44.417023944749246,10.346276598246629,North America,40835.584339270616,51669.40353305094,61669.310879967925
248,AA,1.667182755608367,12.009247288497553,64.44533993390968,Asia,31574.393016062957,39991.81545507685,46100.344725500225
249,AAA,2.0498417092416394,23.91465947558309,68.53989682020939,Europe,29804.292255010547,33526.152509514606,35337.13720563222
250,AA,1.3074546221346082,34.0531752647789,83.25726645289032,Europe,36578.66001974376,40285.428068816385,43321.96448078124
251,BB,-0.24733726397814815,55.96273939505957,81.82134700767025,North America,45352.5044541121,50685.5069349721,53749.40609468075
252,AAA,1.0478306688789116,1.4252997022024314,89.97864605437029,Europe,17206.501708108164,22406.09376006427,27807.46052260072
253,B,1.0638156936986485,46.858646704652074,1.4094147321163208,Europe,61660.79406096692,73701.5395798567,0.0
254,A,1.1752644801526062,40.153774670866824,83.54214360588408,North America,39568.56137434261,45400.34642430088,50708.95203192667
255,AAA,0.35529056483527677,53.54913765420859,99.6768952485936,North America,39564.37517629924,45270.8169189339,50001.322225050724
256,AA,0.17928215712988393,22.495253295943147,84.36741318347107,Asia,31481.249538703025,29133.872918025663,26839.79358677607
257,B,2.3313755689465494,22.46757517493642,58.65017915644886,North America,42869.59727890205,51466.23504318031,0.0
258,AA,1.0413422911878798,25.17086340081416,59.53411777236963,North America,28337.53904851725,25716.785266732546,24853.14452640392
259,CCC,1.3052270127769527,18.93741402248374,23.23859197091518,Europe,52083.10878397685,58546.31070878324,0.0
260,AA,0.8601574928062828,60.34206601304932,59.83650970677258,North America,32341.098807564256,40375.38490209042,47336.91384204064
261,BBB,2.2467073240866577,41.62362955756581,37.37052242070783,North America,40869.559906081755,53732.607755363075,67151.96096549588
262,CCC,0.6575832864896185,5.94927806607112,3.9266981137043966,Europe,45478.78962705068,54326.04786188649,0.0
263,AAA,0.9411309214184806,36.43467076628143,68.65431080620827,North America,28089.483454826466,30646.67195490175,33169.11492124098
264,AA,-0.14645697851746275,39.3691753432018,3.1365118063657604,North America,35998.0651056619,36508.39646695729,37048.4463387767
265,AA,1.2547934110726038,52.40055868960006,13.199176608893193,Europe,41889.04610896495,52835.157280453706,63371.14373249711
266,B,0.8191561393530311,28.87960754542157,58.06611135982761,Asia,50692.67025493005,48021.788706029496,0.0
267,BBB,1.2591112286622361,31.768907687787955,95.20595033536377,Asia,51197.340927761696,54570.13355914192,56897.427727158
268,AA,1.172883677594188,25.991402454812278,22.732368104886035,North America,31387.706171137026,28050.24938520716,25979.138229855664
269,AAA,0.8352653899425345,40.15338026583357,86.35791415799845,Europe,32686.72496139835,35301.019214376734,39121.46703719809
270,AA,1.369730511792447,18.824414093116552,31.365657966478487,North America,29124.698312122946,33127.175179744365,36334.31494968407
271,BBB,0.29566162976247523,37.19958794333248,5.302505415881809,Europe,45604.30528199566,46653.41761965986,47313.43355206658
272,BBB,1.6904761307092298,58.26252989192915,29.316624557681415,North America,44576.61875028424,60232.757160803405,76877.5976157609
273,AA,0.8716131657651636,15.393885834191046,64.1752966281906,Asia,28568.423838643757,33212.90384426528,35353.71536389339
274,B,0.8907186335225538,35.557093643183144,59.67338625538775,Europe,48267.84494958569,52702.111662568175,0.0
275,AAA,0.7834331305523451,62.66058514643469,25.340157004563846,North America,33387.50739397923,40696.27524902586,47165.72040390509
276,BBB,1.560252495510929,31.489186861655615,5.418741460522303,North America,43897.56695534964,48880.07148065771,52278.17982208063
277,AAA,2.61910759933129,42.38805845319092,70.48539016509609,Europe,33975.23797273507,46381.79861691019,57823.53576159226
278,B,0.9775506196035633,18.921696352670075,30.838505475943013,Europe,46773.914035712995,50027.13931609765,0.0
279,AAA,0.7370384861226492,38.88231622792564,15.279980617576827,North America,31276.871899281956,33286.92016041672,35570.76985293216
280,BBB,0.38968296190628193,25.20569532367479,45.86090919542512,North America,31140.561699905582,26242.90163541958,23513.801107164807
281,CCC,0.761326391967792,33.37921519356356,61.78352133911249,North America,42503.691687700244,43605.895191840165,0.0
282,BB,0.5214184968696518,49.29457704245907,38.902357671730556,Europe,46166.44022166514,51925.19504566604,55944.10644609728
283,BB,1.6051382135727479,13.831827013395662,29.764034511976732,North America,37265.27801141598,46847.767342124534,55793.089547456126
284,AAA,2.152502469757467,41.22780967143157,38.5640014838591,Europe,31410.477417741233,41585.188494427624,50572.199133840004
285,AA,0.9067413341842611,42.07655356018876,20.559413985031682,Europe,35854.41422265778,40285.695897924146,45167.075771082855
286,AA,1.0030877190927383,22.160425476826376,93.52354906411544,South America,35787.33829143284,36316.66400100274,35826.18109887173
287,AAA,0.5055442759436566,20.732094480376862,0.8078206044079272,South America,26952.55764030634,25898.262204585688,26411.535935478114
288,BBB,1.8417384428414598,6.674873521624872,36.83074882443681,Europe,36586.68357560363,50026.23742303281,64505.36548106972
289,AAA,1.0779518729404285,3.65074373706567,51.045637165374615,Europe,18193.19453913772,23588.190053641254,29071.8039360392
290,AA,1.195424890744957,53.462222729621814,93.5988686543036,Asia,46866.22334255433,60068.53697418029,70755.6595143234
291,B,2.267776767772382,15.54714877158736,77.24340503992386,North America,42759.468351586605,55574.1220570384,0.0
292,A,0.8845710794775008,15.858962896261932,1.5950157682100286,Europe,35108.06073171796,38553.926803687566,42518.50716045639
293,BBB,1.3473859201911065,29.890897809381322,93.4337515076985,Asia,49655.16963575966,51747.53933160156,53375.182354326265
294,AAA,1.5059705911379337,11.720730441390645,33.45060913233135,North America,24214.41763734525,30402.780625572905,37364.15115064289
295,AAA,2.457205193822854,16.37370668574499,72.74825858393999,North America,29059.72675399733,38089.65844036624,47023.447147470244
296,A,1.767492707254846,43.365983812948045,82.45777929230591,Europe,45353.56730625914,59270.24380839523,71167.57670271343
297,BB,0.9071346883706182,13.399305174182699,65.73738466568724,North America,34646.10352751907,39272.50320355021,42553.9330782202
298,B,0.8490341595486087,27.681293357912594,33.25871268360833,North America,40269.36037871512,34877.983000061184,0.0
299,BB,1.121303598840567,8.190372673202132,92.26754376965206,Europe,40699.31451507358,50722.24830057241,59246.51279260083
300,AAA,1.2409829914918853,46.19674694374548,31.759123977399884,Europe,29798.68244478374,37139.255281156795,43810.96381350777
301,AAA,1.5306645904744691,48.87172205033294,39.45115776715087,North America,31702.28502117657,40952.82803237652,49946.15272884661
302,AAA,0.07552193773162608,1.7514150016212946,80.58822033158015,Europe,16299.524482891136,19109.00898347629,20955.25292380079
303,AA,0.44121074484145506,40.60710646430844,65.36345395167521,Europe,30092.130528680904,32750.19384525378,34997.64893053302
304,CCC,1.2213054349485415,17.426262247151747,71.0613496363991,North America,43583.102571223986,49612.73141543479,0.0
305,BB,0.971973930985956,42.06030560034469,69.98220917851428,North America,41500.86409044019,48369.30315933437,52782.03404430944
306,B,0.7577003196975967,18.060534861850677,41.43596268500082,North America,37457.078991116905,39678.8326876828,0.0
307,CCC,0.5544233761560329,51.993549723979406,29.722634082243836,North America,48642.68679651187,55878.16003361619,0.0
308,B,2.6360834050825366,12.902566963804492,85.37815996529628,Europe,49967.57108454491,68747.86862992344,0.0
309,AA,0.387349987962043,20.922734035084456,50.117277676036274,North America,24757.8519407025,23154.50726750438,22133.46118530736
310,AA,0.8058724802259005,15.793903881124608,24.477727901724865,South America,31037.32434095684,34746.72076046595,37443.067805541774
311,AAA,1.6503009860804467,42.09931072800217,66.69927416936967,Europe,32057.4754393924,39487.672668508385,46411.841342813044
312,AA,1.982416923813349,45.85188716082491,29.67758071769203,Europe,38218.77096421172,51381.83052349359,64788.80118564663
313,AAA,1.185863258948667,14.768244070080206,31.58024938117804,Europe,23500.246354470914,29574.108016408998,33626.12342185796
314,AA,0.8227148157608445,14.690585189130614,53.48288018624993,North America,25155.368590276998,28216.002085716016,30767.061242839947
315,BBB,2.10557671176591,11.453556292113733,95.77784353481141,Europe,41268.979704369514,54479.086114558166,70953.1155137079
316,B,2.4537925694229115,20.58226025086538,41.23361068867089,North America,43109.258192879,53781.10578873049,0.0
317,AA,1.5201308037719428,8.38238351039286,76.31732644526733,North America,27540.916639725463,34910.287718651525,43028.888062827085
318,AA,0.11843775087008623,6.407982044644498,34.686605389173785,North America,20653.53313237547,23446.690766996326,25966.74637017069
319,BBB,1.6944816362819703,45.42470981659347,12.419673649935948,North America,46562.52122603265,60574.87149905936,73707.36410492026
320,AA,1.6299580915153535,11.071831294204586,83.7208760004416,Europe,31276.139822935012,39403.10011950794,47135.77423432463
321,B,0.6839046386712149,14.312943184849006,23.28875169106429,Europe,44433.50446170248,49306.144008046605,0.0
322,BB,0.7780396155952611,54.33559375479391,43.41841010067139,South America,52947.50764781815,61916.597390725714,71023.7243425464
323,AA,0.7535729180918329,17.58928627097758,20.40786626261052,North America,27410.695822858495,29061.207437298177,30241.594066570327
324,BBB,1.869294683827599,33.24409246339409,6.931745311298776,Europe,49523.49452356706,58603.62403103395,66412.78723192678
325,AA,1.7050475397773042,15.198101069858339,8.414853262304566,South America,35757.16938468663,44663.956104807985,51902.51004387316
326,BBB,0.46546186089492014,19.10818905299001,70.78070082127232,Europe,35151.05973348211,36280.89934029384,35420.25073206892
327,AAA,1.1164697402571249,29.743878362541913,55.779779026217035,Europe,25117.5966097306,24774.453096695113,25420.502076573222
328,AAA,0.8702491209386254,51.114594379696165,35.86414482881016,North America,29417.8685120041,35295.89638802375,40465.95989569687
329,AAA,1.254880573434611,70.87772026368056,23.175084553470484,North America,38145.01690373294,49842.07260199258,61214.36663841454
330,A,0.27336846316981633,16.750977063352636,35.938740155211924,North America,27711.620131853066,27951.843020419365,28391.925432539374
331,AA,0.7494464690591897,16.76558068000147,42.67360621915536,Europe,27125.824412609516,28988.39873341401,30598.780000011197
332,AAA,0.41686098450285547,17.09442001395879,90.40180226322312,North America,24185.638084233335,24665.806428848093,25911.874981837485
333,CCC,1.045009994183854,1.801366765651446,18.036587712129737,North America,36096.49921031262,45679.80717405934,0.0
334,BBB,2.0550058577428763,22.303796448582826,93.99072603732722,North America,42677.999375557214,48451.94879417299,54439.622314554996
335,A,0.2005079334952149,68.26335430802246,67.73845051101439,Asia,43511.78375317781,49922.01906443766,54158.406101089895
336,AAA,1.1999171445467778,42.794240286939385,45.7219307891905,North America,27912.68585536687,32813.6699130277,37471.74512940937
337,A,0.6299914104593447,27.120427194313475,96.5885591285809,North America,35985.66207202176,29162.742361931894,26827.234438632593
338,AA,1.7002887238281699,4.026795843496265,59.49402725221078,Europe,25252.093181545955,34646.21916766718,45007.490791927434
339,AA,0.23636262358781313,44.243275208280544,80.39197365884382,Europe,34035.37078733144,37514.819719796964,40153.23337342071
340,AAA,1.9571912024940064,17.41382900324202,42.854016977136645,North America,26583.396875722065,32937.60023619035,39305.87264373826
341,B,-0.8856368621712725,51.38434317498752,32.509940882639256,Europe,50055.9664731223,54879.94656908659,0.0
342,B,1.9269451701091491,45.5571269714902,62.87695847254459,North America,46541.9304884836,61753.7393924598,0.0
343,BBB,2.514237155473293,19.655202315376037,0.4497402625039393,Europe,46389.487109828195,58932.07053620375,70087.64587455417
344,AA,0.4820702938876582,18.960393985690803,31.73504227225846,North America,26256.636111296797,25538.789245645206,25515.537664540057
345,CCC,1.9164448383059214,52.8108559115166,17.160762948660857,North America,57150.789884605576,78484.51403780507,0.0
346,B,-0.0756836342193199,60.64631001936191,77.50435953811628,North America,48783.86882285833,55569.71167031334,0.0
347,AA,0.6137029136174248,54.50279163415019,79.90483951037056,North America,36033.29980221473,42605.10837692299,46638.80191901153
348,BBB,2.23261739888434,18.555221749086105,14.065346324009875,North America,39029.78412063635,49081.94895099555,58552.67468052568
349,AAA,0.42347525421934673,35.315853665193806,3.1240732169161567,Europe,32130.22029403158,31963.320221863793,32085.341716273968
350,CCC,0.5087608282571076,43.45260251210371,6.606224358933066,North America,52484.82427654971,57443.94070530445,0.0
351,AAA,2.0293540740303557,34.43676664770033,29.503693874032844,Asia,33100.40614326155,40725.78451600749,46318.123534702165
352,AA,1.551147296533594,15.335679907394532,15.26587910830286,Europe,31937.66676020389,39427.95734536693,45819.075909382314
353,A,1.2379511513398123,29.96541117445798,77.51718146716833,North America,36635.71633548648,36194.54581276145,36969.75574129496
354,AA,1.1455884420557993,25.08990815435795,19.109177655415177,North America,31369.079890531306,29450.532653896764,28424.92296034809
355,B,0.09129826366448279,7.982918342196088,2.56995621969206,Europe,41874.66432962479,46450.69543487011,0.0
356,BBB,0.21066603371673187,5.249802465837105,59.399642555230436,North America,25763.672679518,30694.103262749275,33370.35836354124
357,AA,2.3997221077721327,39.88839898345621,30.623265259173483,Europe,37874.12491452582,50866.66183318242,63782.139800522134
358,A,1.3525925333481987,28.727977813269646,37.8879315843624,Europe,36295.994828368544,34839.10231825502,34819.89978719754
359,B,1.2373731218330264,32.90649177986845,19.429925925396795,Europe,53797.98810450372,58646.57224166591,0.0
360,B,-0.0705064455481037,40.67219081862806,59.03014119755695,North America,40062.96894338818,41074.15306238331,0.0
361,AA,0.6708335055430547,25.23598044016946,31.834621531087926,North America,27468.344696440356,23860.507992275325,21803.36961793617
362,AAA,0.05305456254107521,11.108881899901776,38.954860673969506,Asia,18949.70680871769,21616.877534469255,22616.195539645287
363,CCC,-0.48211973054000357,49.97763570830246,51.05240975006352,Europe,50630.9816239887,55001.76297832626,0.0
364,AAA,1.807241331850757,57.51223048059884,35.822032967287065,Europe,33884.30790880137,46768.528660958946,58958.513897756726
365,BB,1.4842676650046351,22.718636207839747,21.185549682800453,North America,40466.105398736174,43200.98144075877,45128.414687408775
366,B,0.587093099536552,66.4346592526443,58.66704080497781,North America,43908.12595392481,51817.97151409259,0.0
367,BBB,3.1672167242129294,45.5686922316001,70.03519311107054,Europe,48613.06993053874,67876.07515178289,86930.84952331068
368,AAA,0.7598801736165117,8.880897768455357,56.45889716789689,Asia,19611.261777287422,23445.066306746427,26242.99928859199
369,BB,1.4293000128747237,23.78511204801469,33.87191343794633,North America,39478.694132777564,40597.75974544122,40846.42654894919
370,A,1.5335309996177722,34.13077660972809,39.571507585921715,North America,35406.7575050649,40508.93867954408,45054.09731647873
371,BBB,1.740099911959219,15.828752022945883,21.18316180481208,North America,36312.69245386691,45657.783861794385,54039.35465580726
372,BBB,1.3841094415997333,34.87727022795894,38.346800134363356,North America,37899.74199181251,43051.26868866035,47380.63574453859
373,B,0.5080357645343755,31.55000338247233,36.0696712805031,Europe,47625.353050558406,44568.75560955416,0.0
374,BB,2.148183789765928,37.742572699197815,26.096627764937807,North America,45475.80187956127,58502.35411358167,70819.65132545237
375,AAA,2.7898406686923694,11.08779301583612,7.0544198156413,North America,28525.27579783084,39606.52417968596,51475.43620162451
376,AA,-0.3612457207242217,63.989866808979734,30.333438143427895,Europe,34219.8832969081,39034.697453234505,42792.49168497782
377,A,2.0883305110600703,9.300293979127664,82.15812562194091,North America,31341.53222980525,43359.87250204311,56113.832054950624
378,AAA,1.2480072142304997,40.361503716303666,17.550707095458627,Europe,33080.631678077465,38166.25635417519,43092.8825645258
379,AAA,1.6363888070123287,41.995844198641414,84.28725919872903,North America,36308.22476795608,45965.30953087982,54322.77057004475
380,CCC,1.4177574019576786,14.720269014115281,33.55413522672338,Europe,51076.29460672989,62323.02604569802,0.0
381,AA,1.6015739653537002,10.089018780988207,11.518512385032642,Asia,30729.559885898503,40608.51531980209,50153.52419971552
382,AAA,1.5048543874830547,37.601449439122284,12.12129769300887,South America,34926.92464363256,42834.94143975612,48473.64828211363
383,A,0.8848269638101514,13.02756612129251,49.2746908087654,Europe,30872.920043150672,36016.79872085924,39368.40290462314
384,AA,1.5165063881196394,31.489283977295766,37.20564575512273,Europe,33468.66282943812,36077.151358797295,38698.19086539072
385,AA,0.34399048717978453,32.560321197124786,70.68509414943969,Europe,30672.49085992685,29438.341626624064,27920.002909922663
386,AAA,1.0207997593651323,40.49220057453459,72.14412929147636,Europe,28988.855176231078,34406.04983949511,38313.37355214618
387,AAA,2.045562803761216,28.77554377802981,97.13965517836967,North America,35971.38614387345,40276.186221868316,43618.90168166687
388,BBB,1.8374557395378353,40.009749804524624,41.79592885603496,Europe,43995.222190273504,55832.71281294277,67141.812436944
389,BBB,1.26725030445416,12.654809693713224,61.35337628262827,Europe,36672.74745219947,44281.261652633395,51916.69076306944
390,AA,0.665253207632979,90.89953961852338,48.91095708612889,Europe,34592.921507431645,40581.704438739245,46991.287018751056
391,AAA,-0.47311152967298775,11.526419597421164,82.4362733327028,North America,20251.153083183213,22110.315338935234,22671.581184839706
392,AA,0.5103980082086297,21.66646486421628,12.815705073327443,Europe,30247.042095102846,28335.333306394932,27172.69659996356
393,AA,1.5957548056930573,26.135538010242698,99.49654432910133,Europe,38544.773722028476,36304.042701454746,35481.440366344454
394,AA,0.9288144798884391,16.77304204490169,92.82341954300963,Asia,32717.12298029138,36276.76302491369,38834.79164668642
395,AA,2.1451613252950965,53.32202030132878,58.59399656854835,North America,35653.4410664596,49036.95167928144,63251.09579921144
396,BB,1.5062008198231291,18.585247568060364,18.650415739418403,Europe,46064.95163969037,53293.04195189242,59974.347197529394
397,A,2.277380297938789,10.597179211682922,10.31606192951362,North America,33052.4518704775,45400.686363834226,58699.71321987217
398,B,0.2776860277990647,73.3555479815912,34.511744497431266,North America,45433.33156939108,53310.49570397559,0.0
399,AAA,2.1518176487020884,25.4745245142337,63.755549365444274,Asia,29172.442999927276,30878.447427381616,32594.196963133552
400,A,0.9293856519946817,24.783696190402114,64.72174532688817,Europe,34439.82026375614,30976.056957919194,29723.011881929866
401,BBB,0.946445139153099,45.57807392457875,8.9658325816788,North America,44907.11496418061,52891.304723733265,59569.5198542815
402,BB,1.7936397695663664,35.7600394259665,31.451306830051717,North America,43888.46010289051,53219.239791267275,61115.31736795885
403,BBB,0.4155439120904556,41.892942457277044,81.20451260743631,Europe,42192.17081532188,45418.04887859932,48991.69536341139
404,BBB,0.5023742595959657,20.661112017071893,52.836759956786686,North America,30599.684496957714,29186.733923132288,28627.504131360278
405,BBB,1.8487098962493087,8.286554456062916,93.39968934699507,Asia,43020.40639875512,57998.128746378454,73330.10874470128
406,AA,1.165107785886572,13.706197197264308,40.11909360313503,Europe,28398.268425857394,33792.3686324791,38170.960486061434
407,BB,1.9221665336696199,27.54391400040399,28.045750334246467,North America,42526.71602976486,43872.16851382553,45748.73137814899
408,AAA,1.4469133603604283,10.583492765490144,6.962664740151247,Europe,25350.422064529797,32682.562814942703,39442.01620634189
409,BB,1.664397856059085,51.02164042800674,60.70389291123909,North America,44198.738024496364,58089.30593946051,72945.7121999633
410,AAA,0.8630056671475118,56.04226303119357,29.081931793846437,North America,31714.95409536847,38635.526586245694,44498.90817560647
411,BB,2.3278219064055543,10.40659001302414,91.2710268538074,North America,38530.00279922312,53562.512548420375,69556.75319667108
412,AA,0.9753377465373219,44.73435829893173,65.73574854742942,Europe,34257.4245296884,39081.70370061704,43289.29347212154
413,A,2.055864420254931,37.78873012175029,95.1167143394734,North America,44868.68922363851,56930.364631530305,68914.72469681426
414,AAA,0.617049773091059,8.813103746897665,81.0663718022589,Europe,20886.445699579992,23651.425603881533,26132.22625615501
415,BB,1.5015653446559412,70.22010067577081,97.43930383411981,Europe,65299.69451398445,87593.92784263165,111401.06314406064
416,BBB,0.7962056338529445,6.1979832151064445,92.48858181699671,Europe,35132.74194495485,42379.65398360888,48283.25426219144
417,AAA,0.08109074443375541,17.728143132268993,29.986868642625286,North America,21855.111706410844,21129.260677536375,20591.90173385552
418,BBB,2.016922308773686,34.59808508404812,11.591728322099293,North America,44734.149287110245,54865.235391293354,64131.31423306012
419,BB,2.70061290108515,48.25402276332252,76.29401971777845,North America,48848.038796083114,67879.83662235294,87844.38416659727
420,AA,1.5429735934858533,8.303953408882762,71.2759240316177,Europe,27232.739664873294,36151.12651146317,44886.410242489765
421,AA,1.397318865023295,39.0775865331906,4.095961905343493,Europe,40985.593183815305,49510.161515938176,56998.22008466579
422,AA,-0.1815952334592661,19.24856497159226,53.781582099373836,North America,23574.9619141039,22376.0351358647,21563.6452669153
423,AAA,0.8534085958594415,11.733922734012777,75.9683402667325,Europe,21922.241179912133,26176.61172270774,28765.377161050994
424,AAA,1.2125300474031044,14.740711820306748,76.58835394832107,North America,25013.66378480558,30613.14793770629,34673.40369831024
425,BBB,1.6610857355562016,8.495532665805731,36.09455956944411,North America,32872.96669894625,43088.8981498943,53825.13233669584
426,AA,-0.7284700219192644,41.970254863687536,6.076092177933001,North America,35988.32014656641,36853.85218113609,37741.94257939203
427,AA,0.02042901383890383,4.426082949966373,80.70844501837668,North America,20075.90915959836,23028.04822830405,25049.70966927005
428,BBB,2.4086631502679348,6.046842752818102,87.39815912952643,Asia,43154.849746507905,61440.86786289808,80171.04584105815
429,BB,2.416436426104887,37.19965167089206,69.32939844438096,North America,44133.605351140424,57505.74239193393,70536.6839192736
430,AA,2.3588637579018643,32.92447266133396,94.99710326699129,North America,40492.423731758485,49970.38500438502,57895.3706774563
431,BBB,0.4179875733386116,34.649457487926355,32.3008791761168,North America,35754.84807331733,34769.177332942745,33916.26713696234
432,B,0.47853905701149535,16.41903685985963,40.20537941366102,North America,36247.54427875971,38317.06157437917,0.0
433,B,1.1541481932913866,30.01409041672489,24.128567910155198,Europe,51609.799776938424,52653.1810022398,0.0
434,CCC,1.041754025855852,32.80641707286343,71.25308793882924,Asia,59164.53043282655,60757.43776753695,0.0
435,AAA,1.985695881870734,5.521166512749774,5.8179739139778475,Europe,24678.517884944835,34965.34189036383,44884.67343324272
436,AAA,1.4287584523975516,8.161739087869938,13.190337075649817,South America,24059.91461083017,30280.234969149573,36793.203091327065
437,AA,1.4593200797610038,18.911559973021696,66.6053963266182,North America,29222.057232082323,32679.07334769719,37226.720089842536
438,BBB,0.561206179121926,29.76137335327047,14.971326507801287,North America,37332.54386103652,34072.76857397739,32284.8131424356
439,AA,0.07639857002589334,13.385980459923216,84.83514350501704,Europe,25761.029178601955,26598.410898444745,27929.711889286715
440,AAA,1.145125031550854,9.18204330499068,63.45836858808925,Asia,22001.28325696113,27006.20287796081,31616.21032028726
441,CCC,1.645679371056468,38.90633369835685,89.60259849680861,North America,55221.552008380015,68484.81797395591,0.0
442,AAA,1.303439198635843,31.948869491223657,89.60988512719719,North America,33103.40018216867,36017.43592041652,37592.30260279344
443,B,0.6485721371286031,55.430226946624586,37.513627924497904,North America,43773.467103376955,51891.8088240278,0.0
444,BBB,2.0611893744369083,33.93109359517295,23.13296179723966,Europe,46376.344179701664,57211.05804525032,66578.7245883664
445,B,1.6951136611976776,37.0822624536159,27.753297582911873,North America,46380.09106606726,56789.20881990307,0.0
446,B,3.165816297107906,27.83831252107477,88.32770724125153,North America,49086.39053561417,54561.152288138874,0.0
447,B,1.2500249950436746,37.7718197307308,85.34482294626916,Europe,54421.339266332434,63185.4790682253,0.0
448,AA,0.7884473022508234,21.763367798498333,42.93051093806758,Asia,29946.422885782147,27514.117906324023,27810.93561392077
449,AA,2.704625549002561,64.11743654206327,71.6234785353417,Europe,42458.69963357864,60615.0202941807,81079.09305739183
450,CCC,0.5419982974928321,16.973121696051017,75.74581427517741,North America,41462.07578704651,43141.058037807794,0.0
451,AAA,1.2833797435687786,13.772216466518053,85.00066471628952,Europe,24702.499652948387,30355.82054875445,35425.07427450192
452,AAA,1.563857651679222,33.03187878338834,16.68588303791012,North America,33003.47542937831,37465.01962615121,41123.710558513136
453,AA,2.1011511363278252,42.7161226384272,73.848281345648,North America,36683.16043662658,49248.856323538006,61276.873576156206
454,CCC,0.2970110080386916,35.00403088965163,74.08451401703157,North America,45384.11523983004,43666.75547812664,0.0
455,B,0.7242026602965426,12.766494459832769,82.31130472985998,North America,38581.21549152995,41708.50869053213,0.0
456,A,0.8549143274571732,68.30397319841104,60.052710386243945,Europe,39073.75720694754,49284.06420953253,57266.21738651529
457,BBB,2.196734580458167,14.601985727366667,76.27602628890456,Asia,43165.445700488286,57931.05759159764,71935.03579019883
458,BBB,0.30418279513389046,5.888273819924185,14.216807193057035,North America,27307.58432511616,31279.56582423295,34660.02956711206
459,AA,0.6184969448513575,9.706537998159428,75.25522629912243,Europe,26215.18777747956,29731.284477126323,33663.64066008407
460,BB,1.9824347254536598,8.574358617327777,93.4478023952453,Asia,46168.40704470791,64128.57542523428,82407.95801847646
461,AA,1.7603899956231515,17.08760470136676,49.14558315227073,Europe,29976.538612430177,37147.92222271657,43310.93794234238
462,A,1.545996792565732,48.76899514031624,72.95472135624826,Europe,42814.22471929985,55266.76732426545,67487.36564800648
463,AAA,0.8667869449944658,58.690983247141126,36.970054343516246,Europe,29818.42184013831,37095.07479053218,42793.68041534386
464,BB,0.7415306121601676,27.890665721734937,97.38425433123871,Europe,48837.06359581177,43683.86892825286,39419.12964207263
465,A,2.6161120268327096,22.421113526419806,59.30527084062954,Europe,38104.70117434207,44604.53230080543,51038.04702354148
466,AAA,0.9147849799574879,31.245016404797006,3.4782678470292594,North America,32759.972703903008,32286.77917130724,32008.14570931868
467,AA,0.6516796163923994,24.88671911138081,69.17560921074471,Europe,28582.092473482866,25250.193099584303,24044.892530056553
468,AA,1.0400730032266616,25.12525447443077,18.651802839557096,North America,31189.978466315497,28490.627870223874,26621.13414045438
469,BB,1.124050877368536,4.39705277624811,49.42951377083609,Asia,40997.029361235815,52442.931423797694,62145.48699690632
470,AA,0.7633156129190917,10.392524366911223,11.233193497517602,North America,25055.181605274465,29214.17757081565,32485.642284345453
471,BBB,1.6052722449327017,17.99299518938729,9.9627820915566,Europe,42307.76101336609,50544.72750870015,57263.45260127522
472,AA,0.8659963537269078,37.724218148262274,93.91647036486856,North America,36841.93594042492,41316.68145246597,42509.46519719371
473,BBB,-0.2983231462433513,38.19668264321304,87.01554390655598,Europe,42505.20138625109,42063.961798434786,42407.07223259266
474,AA,1.2013521988700933,30.723200854642663,46.26771194286021,North America,29338.567121364253,30398.419146422475,30766.477438834074
475,AAA,0.6272916173413852,6.619981947270295,5.771198539939748,Asia,19432.532963718244,24402.479408556395,26622.744113574758
476,BBB,-0.9538784461526939,23.36092562521154,83.65057558611005,North America,34200.37341520666,27602.17300383591,25499.670273356376
477,A,1.247177543033672,26.064060025445112,39.81154201874206,Asia,37248.44751164225,34425.83268120497,31333.230173950364
478,AA,2.4050024690760883,15.964226583821887,54.21789210161867,Europe,31712.245198848286,40956.990958239585,52147.64166320378
479,BB,1.7814245654624468,32.391314718236366,51.43889270560257,North America,40645.73201289701,47710.339295192636,53139.60922122031
480,BB,2.444292539401019,14.61706480201332,6.855034935330839,Europe,47168.33729626798,62145.1913522192,78049.71972411092
481,BB,1.4890602855561166,36.63408449264625,44.147280679349464,North America,40917.796234843976,48027.32950057323,54134.22330621458
482,AA,1.0246774935792564,15.062137738542376,89.43380109533942,Asia,30540.500610500185,34179.694280746684,39071.31869967711
483,AA,2.4808438460057953,15.956527721465328,42.64491413391161,Europe,30972.359872112836,41126.86329864737,50235.81617145284
484,AA,1.7030406238102211,35.69654335063993,29.599948793999353,North America,34626.85155143315,41897.50205270612,48051.34994322689
485,CCC,1.2879806645307483,39.07207728837803,20.334803111928412,North America,50561.71802569356,58949.08015251477,0.0
486,BBB,1.4881582189763483,29.088275562966736,47.67601281201902,Europe,40489.68796911547,40573.79985953888,42389.86454219995
487,AA,2.5729392136221083,29.085119083313167,55.982582375924615,Europe,34415.22046843532,39978.4483734548,44348.382535432684
488,AAA,0.6640869423460855,7.102211471688147,38.96656111633329,Europe,20680.945426137732,24082.237602171506,27256.523983302144
